frame_zero_based,presentation_seconds,interval_from_previous_seconds,picture_type,key_frame
534,8.908909,0.016683000,B,0
535,8.925592,0.016683000,B,0
536,8.942276,0.016684000,P,0
537,8.958959,0.016683000,B,0
538,8.975642,0.016683000,P,0
539,8.992326,0.016684000,P,0
540,9.009009,0.016683000,B,0
541,9.025692,0.016683000,B,0
542,9.042376,0.016684000,B,0
543,9.059059,0.016683000,P,0
544,9.075742,0.016683000,P,0
545,9.092426,0.016684000,P,0
546,9.109109,0.016683000,B,0
547,9.125792,0.016683000,B,0
548,9.142476,0.016684000,B,0
549,9.159159,0.016683000,P,0
550,9.175843,0.016684000,B,0
551,9.192526,0.016683000,B,0
552,9.209209,0.016683000,B,0
553,9.225893,0.016684000,P,0
554,9.242576,0.016683000,P,0
555,9.259259,0.016683000,P,0
556,9.275943,0.016684000,B,0
557,9.292626,0.016683000,B,0
558,9.309309,0.016683000,B,0
559,9.325993,0.016684000,P,0
560,9.342676,0.016683000,B,0
561,9.359359,0.016683000,B,0
562,9.376043,0.016684000,B,0
563,9.392726,0.016683000,P,0
564,9.409409,0.016683000,B,0
565,9.426093,0.016684000,B,0
566,9.442776,0.016683000,B,0
567,9.459459,0.016683000,P,0
568,9.476143,0.016684000,B,0
569,9.492826,0.016683000,B,0
570,9.509510,0.016684000,B,0
571,9.526193,0.016683000,P,0
572,9.542876,0.016683000,B,0
573,9.559560,0.016684000,B,0
574,9.576243,0.016683000,B,0
575,9.592926,0.016683000,P,0
576,9.609610,0.016684000,B,0
577,9.626293,0.016683000,B,0
578,9.642976,0.016683000,B,0
579,9.659660,0.016684000,P,0
580,9.676343,0.016683000,B,0
581,9.693026,0.016683000,B,0
582,9.709710,0.016684000,B,0
583,9.726393,0.016683000,P,0
584,9.743076,0.016683000,B,0
585,9.759760,0.016684000,B,0
586,9.776443,0.016683000,B,0
587,9.793126,0.016683000,P,0
588,9.809810,0.016684000,B,0
589,9.826493,0.016683000,B,0
590,9.843177,0.016684000,B,0
591,9.859860,0.016683000,P,0
592,9.876543,0.016683000,B,0
593,9.893227,0.016684000,B,0
594,9.909910,0.016683000,B,0
595,9.926593,0.016683000,P,0
596,9.943277,0.016684000,B,0
597,9.959960,0.016683000,B,0
598,9.976643,0.016683000,B,0
599,9.993327,0.016684000,P,0
600,10.010010,0.016683000,B,0
601,10.026693,0.016683000,B,0
602,10.043377,0.016684000,B,0
603,10.060060,0.016683000,P,0
604,10.076743,0.016683000,B,0
605,10.093427,0.016684000,B,0
606,10.110110,0.016683000,B,0
607,10.126793,0.016683000,P,0
608,10.143477,0.016684000,B,0
609,10.160160,0.016683000,B,0
610,10.176844,0.016684000,B,0
611,10.193527,0.016683000,P,0
612,10.210210,0.016683000,B,0
613,10.226894,0.016684000,B,0
614,10.243577,0.016683000,B,0
615,10.260260,0.016683000,P,0
616,10.276944,0.016684000,B,0
617,10.293627,0.016683000,B,0
618,10.310310,0.016683000,B,0
619,10.326994,0.016684000,P,0
620,10.343677,0.016683000,B,0
621,10.360360,0.016683000,B,0
622,10.377044,0.016684000,B,0
623,10.393727,0.016683000,P,0
624,10.410410,0.016683000,B,0
625,10.427094,0.016684000,P,0
626,10.443777,0.016683000,B,0
627,10.460460,0.016683000,P,0
628,10.477144,0.016684000,B,0
629,10.493827,0.016683000,B,0
630,10.510511,0.016684000,B,0
631,10.527194,0.016683000,P,0
632,10.543877,0.016683000,B,0
633,10.560561,0.016684000,B,0
634,10.577244,0.016683000,B,0
635,10.593927,0.016683000,P,0
636,10.610611,0.016684000,B,0
637,10.627294,0.016683000,B,0
638,10.643977,0.016683000,B,0
639,10.660661,0.016684000,P,0
640,10.677344,0.016683000,B,0
641,10.694027,0.016683000,B,0
642,10.710711,0.016684000,B,0
643,10.727394,0.016683000,P,0
644,10.744077,0.016683000,B,0
645,10.760761,0.016684000,B,0
646,10.777444,0.016683000,B,0
647,10.794127,0.016683000,P,0
648,10.810811,0.016684000,B,0
649,10.827494,0.016683000,P,0
650,10.844178,0.016684000,B,0
651,10.860861,0.016683000,B,0
652,10.877544,0.016683000,B,0
653,10.894228,0.016684000,P,0
654,10.910911,0.016683000,B,0
655,10.927594,0.016683000,B,0
656,10.944278,0.016684000,B,0
657,10.960961,0.016683000,P,0
658,10.977644,0.016683000,B,0
659,10.994328,0.016684000,B,0
660,11.011011,0.016683000,B,0
661,11.027694,0.016683000,P,0
